"","D_10_R1.sam","D_10_R2.sam","D_10_R3.sam","D_18_R1.sam","D_18_R2.sam","D_18_R3_T1.sam","D_18_R3.sam","D_18_R4.sam","D_25_R1.sam","D_25_R2.sam","D_25_R3.sam","D_34_R1.sam","D_34_R2_T1.sam","D_34_R2.sam","D_34_R3.sam","D_34_R4.sam","L_10_R1.sam","L_10_R2.sam","L_10_R3.sam","L_18_R1.sam","L_18_R2.sam","L_18_R3.sam","L_18_R4.sam","L_25_R1.sam","L_25_R2.sam","L_25_R3.sam","L_34_R1.sam","L_34_R2.sam","L_34_R3.sam","L_34_R4_T1.sam","L_34_R4_T2.sam","L_34_R4_T3.sam","L_34_R4.sam"
"MED134_12201",335,454,478,416,513,386,609,314,431,311,632,342,341,652,474,380,286,233,459,354,225,302,238,255,307,365,394,343,277,355,319,305,631
"MED134_12206",1260,1130,1392,2006,2088,1514,2271,1555,2762,1884,2247,2260,2174,3983,2483,2353,963,790,1415,2125,1210,1784,1634,2074,2093,2051,3705,2550,1904,2341,2356,2265,3274
"MED134_12211",437,480,564,901,973,624,1042,658,1335,929,1181,1270,1132,2136,1317,1167,334,292,584,898,514,685,575,952,987,1043,2005,1454,958,1370,1337,1201,1868
"MED134_12216",730,897,825,1352,1520,1111,1700,920,2226,1451,2247,1794,1871,3311,2012,1633,593,454,920,1342,803,874,869,1465,1416,1576,2909,2307,1514,2024,1870,1689,2737
"MED134_12221",732,789,871,1336,1510,1034,1726,918,2120,1448,2066,1570,1506,2896,1930,1785,564,402,1016,1318,822,977,882,1555,1405,1548,2609,2051,1569,1868,1617,1599,2807
"MED134_12226",1206,1300,1458,3067,3350,2717,3910,2445,5065,3320,3950,3524,3702,6389,4609,4337,1104,787,1424,3340,1671,2422,2159,3659,3605,3570,5745,3966,3717,4697,4340,4093,6493
"MED134_12231",604,668,589,1358,1468,1195,1759,1075,2411,1439,2127,1882,1946,3592,2597,1916,515,389,646,1354,766,988,925,1589,1616,1541,2600,1998,1755,2058,1927,1812,3280
"MED134_12236",657,669,655,1633,1736,1444,2091,1171,2780,1616,2534,2000,2223,3895,2648,1919,534,370,702,1484,779,962,969,2025,1764,1684,2555,2220,1851,2465,2404,2245,3578
"MED134_12241",491,529,573,1152,1519,1966,2302,1338,1874,1144,1717,1344,2776,3852,2919,2197,400,337,571,1171,720,1063,948,1360,1447,2077,1688,2018,2005,3300,1729,1586,4298
"MED134_12246",8605,7876,8940,22301,21567,19118,27858,16392,37355,20990,29989,23847,26960,46692,31763,23423,7322,5425,9284,21977,10331,14836,14809,26457,24547,24928,34028,27084,23468,30398,30982,27360,43033
"MED134_12251",702,739,569,1130,1345,989,1387,738,1593,952,1486,1114,1232,2085,1375,1107,552,422,667,1058,575,716,717,1170,1037,1130,1498,1220,1034,1424,1452,1350,1864
"MED134_12256",400,416,558,577,593,386,632,444,533,446,601,434,346,740,552,530,323,281,497,579,292,503,403,411,520,466,640,481,413,319,290,305,722
"MED134_12261",927,931,752,1340,1417,968,1534,895,1385,1009,1485,1362,1208,2505,1775,1279,739,519,869,1253,709,958,825,1009,1021,1065,1579,1324,1167,1150,1034,1026,1888
"MED134_12266",911,1016,1190,1441,1553,1083,1741,1012,1704,1192,1808,1323,1173,2306,1816,1201,781,564,1099,1333,868,1069,949,1233,1183,1212,1632,1186,1088,1045,903,972,1931
"MED134_12271",19866,23995,16331,34584,38730,25577,39985,22086,48923,26988,44100,29260,28334,54063,36779,25030,17038,12224,19909,31806,15349,18311,18091,31987,26960,26901,41655,30166,25603,34178,35303,31396,44810
"MED134_12276",1215,1218,1265,1873,1808,1648,2542,1273,2681,1692,2732,1180,1104,1971,1706,1428,1031,805,1151,1876,1154,1374,1539,1726,1689,1668,1573,956,1258,1439,1410,1396,2287
"MED134_12281",519,572,461,778,704,709,1097,542,1127,739,1107,508,487,857,735,602,478,384,469,830,480,541,674,682,772,661,671,396,540,649,607,603,1102
"MED134_12286",782,914,922,824,895,790,1070,650,698,674,823,765,808,1402,1168,941,622,522,853,931,530,681,647,554,614,610,989,660,769,794,830,780,1244
"MED134_12291",1344,1510,1221,1280,1368,915,1323,678,1223,693,1170,1086,874,1683,1430,829,1036,774,1268,1132,596,629,701,775,750,748,1043,797,725,1076,928,919,1398
"MED134_12296",1430,1613,1182,1487,1575,1158,1530,878,1343,777,1314,1266,1214,2097,1584,928,1095,818,1352,1292,643,702,830,979,805,838,1133,1024,942,1143,1173,1144,1497
"MED134_12301",636,747,689,1065,1195,790,1313,748,1260,788,1120,1029,987,1869,1321,1002,424,379,654,960,405,766,758,799,815,763,1209,1067,928,1233,1172,1096,1624
"MED134_12306",2629,2995,2328,3864,4383,2809,4469,2673,4792,2911,4402,2443,2320,4723,3273,2489,1976,1484,2492,3616,1832,2445,2459,3256,3075,2919,3078,2402,2337,2734,2651,2595,4291
"MED134_12311",2006,2100,1653,2392,2650,1842,2845,1588,2567,1552,2576,1559,1414,2853,2008,1440,1492,1037,1856,2236,1203,1441,1465,1812,1599,1612,1986,1475,1306,1331,1223,1298,2590
"MED134_12316",1482,1471,1588,1953,2169,1599,2425,1356,2144,1462,2120,1849,1743,3200,2331,1847,1131,901,1583,2046,1122,1536,1346,1454,1520,1464,2651,1909,1567,1772,1671,1598,2946
"MED134_17467",1273,1413,1389,2107,2358,1702,2641,1541,2642,2017,2843,2591,2322,4587,3147,2706,948,767,1240,2069,1351,1825,1698,1984,2097,2094,3837,2780,2404,2485,2012,2171,4040
"MED134_12341",2130,2061,1762,3029,3277,2592,3761,2392,3432,2740,3458,3162,3068,5763,4311,3316,1869,1421,1702,3303,1958,2636,2522,2685,2810,2689,4053,2959,2784,2851,2601,2609,4723
"MED134_12346",4415,4426,4582,7675,8819,6738,9582,5756,10630,6749,9451,8738,9576,15989,11341,8732,3300,2721,4709,8156,4230,5708,4925,7477,6929,6990,11351,7397,7358,9766,9311,8771,13733
"MED134_12351",2214,2635,2292,3382,3929,2848,4192,2302,4219,2621,3816,2371,2359,4368,3010,2664,1756,1519,2504,3306,1762,2122,2096,2973,2877,3005,3200,2235,2082,2969,2807,2537,4316
"MED134_12356",2707,3183,3582,3450,3685,2756,4044,2307,3602,2387,2889,2240,2412,3983,3978,3726,2229,1932,3352,3731,1885,2550,2444,2739,2883,2995,2858,2183,3563,3386,3172,3028,4671
"MED134_12361",4752,6136,4431,5709,6406,4091,6312,3492,6886,3658,5027,3093,2901,5578,5456,4119,4201,2856,4914,5276,2686,2554,3248,4693,4228,4229,3962,2753,3853,5166,5063,4739,7264
"MED134_12366",2977,4103,3164,3652,4098,3270,4352,2577,4204,2247,3337,1960,2145,3686,4348,3099,2936,1945,3358,3493,1870,1775,2421,2687,2662,2828,2455,1750,2892,2747,2575,2496,5355
"MED134_12371",142288,172460,163036,293391,299124,200983,347723,182825,346674,190854,248845,213075,175141,368651,281016,207987,130062,100820,152317,286778,122208,157808,156535,222762,226245,194592,256775,150691,171841,235727,229813,212665,329692
"MED134_12376",202524,269864,224354,431188,453979,313761,543604,275351,551041,270810,379683,347201,292238,610018,457500,314765,203257,139770,221236,393548,165535,185046,211984,342741,323761,288427,392810,232811,266219,376263,380563,345640,542636
"MED134_12381",365105,494815,389408,790764,869098,582124,987860,498309,1010316,514502,722781,621858,540396,1117237,851855,579503,358973,260237,408127,720230,308895,342011,386149,627696,603840,545098,667579,423443,495838,662597,626629,587854,997809
"MED134_12386",615,727,481,965,1097,873,1322,685,1302,839,1210,736,771,1502,882,735,466,329,590,949,565,656,670,855,787,775,1208,909,648,677,602,621,1342
"MED134_12391",36092,37800,32021,41480,53323,32843,51378,31213,46955,29987,36906,17507,19953,36656,19689,19624,29483,25054,35792,44628,21316,27180,28496,37132,32029,32234,29543,20687,18789,24426,23109,19803,32968
"MED134_12396",35933,48042,31974,46205,55294,31870,53846,29459,56686,31872,41613,21968,22179,44598,24314,19879,32646,23863,39355,42761,22353,22472,29744,41233,38457,34861,32977,25064,20202,24755,24313,22536,37800
"MED134_12401",103722,134515,102187,129379,150765,91015,157375,81557,160866,83110,118273,80404,73102,149533,84000,63883,92456,70697,111912,128491,56592,64819,70390,113684,106371,95072,108038,74332,61778,88797,88766,79321,117470
"MED134_12406",16718,21171,16243,20168,24853,14922,26487,13650,26596,15196,21891,15514,13444,28254,16221,13800,14601,10821,17883,20593,9981,12470,12231,18636,20140,16950,22342,14992,12508,16818,15566,14454,23075
"MED134_12411",24475,31773,24894,30426,34805,22443,39583,20953,35078,18515,25027,18292,17449,35542,21721,16390,23530,17748,26969,31221,13143,15761,17973,26570,25352,23021,22858,15346,16210,22578,22492,19948,31187
"MED134_12416",35684,46279,39074,50516,55765,39753,59462,35709,59848,36151,42862,25390,26220,48382,28494,23077,34095,26678,40614,50780,24830,28697,34036,45047,43106,40770,35733,24207,22182,26637,24802,23949,41008
"MED134_12421",26457,30790,28556,33505,38701,28410,40019,25541,42386,25699,31664,14991,15023,26263,16653,15100,25401,19288,27974,33979,15984,21304,22608,31986,31460,27993,22396,14275,13890,17317,15802,15595,24447
"MED134_12426",45393,56937,42646,58327,71836,42216,72779,38455,78583,41669,62071,32274,28544,57608,36452,30699,40564,30741,47504,56589,24022,30722,29698,56128,52009,47358,40977,28251,28987,41643,40872,36193,52154
"MED134_12431",20347,26308,18246,27889,32781,21702,32830,18691,38506,19800,28298,16403,16314,29412,17785,13381,17887,13549,21675,26621,10915,13203,14947,26977,24822,22430,20379,13458,13443,18235,18686,16456,24263
"MED134_12436",23799,31658,21596,32707,37079,23438,39323,21095,44193,22380,31149,18769,17324,34290,20183,16048,20848,16265,24432,31204,14498,15431,18738,31810,29228,26261,24421,16590,15041,21637,22187,19401,29062
"MED134_12441",44194,59722,43482,63863,70918,41412,71461,37622,81257,41802,58799,34799,30320,62709,38181,29041,39065,29974,49098,58969,27870,28102,33992,58382,52810,47530,44866,31916,27823,40721,42334,36602,53589
"MED134_12446",29339,37368,28324,40176,44268,27540,46500,25233,51830,26944,36271,23268,20374,40945,24398,19459,25764,20216,30340,38229,15818,20001,21399,37336,35042,31046,29761,19377,18173,25615,26326,23367,34207
"MED134_12451",16658,21913,15127,22932,24675,13492,26386,13579,31731,15089,21253,13392,10147,23537,14254,10644,15774,11323,16955,21464,9401,10426,12102,21839,20530,17408,17288,11117,10098,14183,13747,13011,18996
"MED134_12456",24568,33079,24443,35579,40038,24958,41552,23142,48212,23631,34799,20326,18619,38553,22914,16697,22266,16739,26464,33693,15556,16257,20299,32953,29672,27747,26001,16810,16473,21962,21460,19582,30440
"MED134_12461",30039,39346,29694,42070,48408,32211,49951,27571,57801,28444,42366,24452,24471,46394,28379,20727,26762,20541,31974,40202,17341,20307,22632,39640,35863,33472,31510,19281,20375,28549,29022,25774,38319
"MED134_12466",24016,31821,23330,32821,37381,23537,38100,20988,44908,23013,31494,18658,17403,34298,21065,15550,21530,16153,25107,30872,14592,15797,17988,31919,28897,26560,24591,15544,15043,21134,22077,19208,28789
"MED134_12471",29289,37801,27594,38646,43489,23953,44736,22645,52441,25405,35928,22943,16898,39064,26174,19983,27277,20243,30108,36544,15853,19014,19667,37371,34181,29412,29659,19045,18214,27621,26654,24487,34519
"MED134_12476",14384,19143,14662,19236,22102,10157,22352,12012,25565,13132,18949,10787,7067,19129,12722,9587,13303,9823,15521,18242,7420,9863,9445,17991,16724,15259,13622,9460,8788,12829,12338,11212,16339
"MED134_12481",21084,27851,20620,31087,35019,19148,36291,19377,42419,19937,29685,18234,13550,32733,20111,16021,20388,14535,22567,29740,11370,14699,15014,28676,26500,23813,25546,14927,15212,21570,20869,19677,28713
"MED134_12486",26460,34628,25112,37783,41540,25326,43655,22888,52882,24757,34875,22459,18942,39690,23450,19065,25043,17673,27581,35067,16078,17017,19113,35514,33432,29619,31100,18799,18197,27214,27695,24942,34799
"MED134_12491",15015,19501,13491,20325,23014,14575,24747,12595,28789,13487,18723,12852,11380,21989,12953,10944,14191,10044,15081,19357,8428,9541,10273,19968,19355,16082,17076,10615,10332,15296,15578,14208,20130
"MED134_12496",22882,30056,22565,34033,37975,27241,41456,22544,46460,23524,30708,20799,21980,39539,21782,18184,21836,15440,24776,31548,13738,16500,19387,32507,30217,27487,29121,18434,17400,23878,24795,22096,34602
"MED134_12501",7837,11172,7491,10746,13287,8107,13932,7442,15226,7880,10958,7473,7005,14458,8542,6705,7548,5748,8276,10186,4381,5435,5949,10879,10796,9906,9254,6827,6415,9454,8468,7862,12085
"MED134_12506",15840,21989,17785,21666,27527,16481,28288,15623,29028,16587,23376,15144,14441,29150,18137,14144,14735,11894,18112,21389,9465,12397,12387,21882,21203,21185,18494,14298,13206,18963,16791,15708,24249
"MED134_12511",39584,50415,43977,56367,64218,39611,69454,38286,76151,42651,56704,38417,32001,67555,44157,35535,39669,28683,43570,55514,25537,33550,31805,57339,54151,50813,48606,33225,31798,42589,40871,38450,58190
"MED134_12516",13825,18459,13548,19732,22024,13293,23026,13638,27777,14775,21007,12362,10308,22179,14372,10653,12539,9116,14589,19166,9758,10475,12260,19483,17940,16875,16577,11179,9728,14206,14120,12967,18587
"MED134_12526",31824,39990,26080,43516,50486,36110,53318,30448,61600,30689,47173,22703,23859,42850,26431,20822,26179,18687,29875,40944,17601,20914,22836,41603,36634,33448,31580,19071,19601,29918,30082,26616,39169
"MED134_12531",22511,28821,21514,31486,38409,23761,36639,21938,43143,24485,34055,18099,17225,31528,21769,18739,18332,13854,23322,29907,14873,17508,19492,31462,28380,26530,25023,17754,16782,22980,23628,20604,29911
"MED134_12536",44225,55036,44617,62918,78697,51864,75967,43947,86868,46972,74261,40662,39791,72632,48274,39038,37743,26716,47074,59867,27374,35087,34197,60674,54685,52839,53908,35253,36346,49441,50450,45419,64236
"MED134_12541",53578,69081,53326,71819,90756,61923,89295,50830,101397,54037,87645,49472,50817,92065,60291,46134,47265,31530,57030,66681,35440,39067,43924,69691,64069,63562,65329,45657,45204,47528,41677,43082,79544
"MED134_12546",26763,30957,30498,34578,42116,28539,43214,25103,44451,27778,38348,24415,23558,42496,29885,25437,22077,17821,28064,35693,22824,27137,23244,33481,33052,32420,35194,21485,21344,24081,23503,22447,38220
"MED134_12551",3089,3621,4510,4891,6455,5148,6618,4207,7777,6087,9048,7908,9129,14540,11355,7548,2695,2308,4173,5221,3373,4404,3788,5929,6320,6638,10406,6920,6852,6904,6730,6405,10058
"MED134_12556",9451,10259,7733,15057,17133,11748,17292,10267,19979,13054,20464,13709,13198,23723,20576,19187,7797,6072,7986,15326,7084,9808,8854,15606,15021,12739,22978,15229,16819,23394,22182,21502,29806
"MED134_12561",15289,17431,12757,21415,21084,18207,26735,14806,11884,6895,9399,11500,13005,22359,18673,12898,12277,9551,14737,19372,8920,10931,11385,7971,7200,6600,13752,8952,11081,17466,18160,15938,24925
"MED134_12576",19868,22881,18470,28243,31006,22199,33924,18578,35320,21665,34560,19381,18418,35537,27518,21603,16757,11980,19732,26298,14589,18350,16466,25839,23575,23055,28463,19967,19467,26191,25362,23912,35926
"MED134_12581",446,515,398,888,919,668,928,595,1114,720,913,914,831,1600,970,778,365,268,458,839,438,573,548,766,691,801,1040,886,691,802,897,731,1126
"MED134_12586",3483,3997,2856,4346,5575,3608,5189,3260,8120,5143,7629,4735,4843,8658,5691,5326,2540,1940,3312,4845,2254,3105,2794,6052,5666,5742,6523,4630,4561,5006,4610,4465,7552
"MED134_12591",2089,2220,2793,2582,2630,1703,3075,1711,2845,1813,2242,1706,1357,2926,1892,1857,1482,1423,2622,3065,1378,2116,1748,1984,2066,2092,2508,1748,1571,1605,1240,1392,2615
"MED134_12596",3252,3620,3128,4422,4998,3260,5437,2914,5713,3486,4524,2733,2494,4903,3233,2767,2524,1934,3355,4559,2304,2660,2715,4196,3791,3685,3327,2720,2533,3449,3368,2920,4353
"MED134_12601",5887,7262,6027,8341,8879,6492,9598,5417,10508,6051,8090,5339,5437,9615,6396,4802,4941,3494,6251,7889,3749,4584,5042,7349,6621,6707,6279,4639,5102,6108,5971,5550,7908
"MED134_12606",136,151,152,177,182,168,215,135,152,105,152,175,173,292,223,199,109,86,138,183,77,112,110,92,88,112,184,164,138,138,123,139,251
"MED134_12611",441,566,492,506,586,451,829,387,571,381,491,359,394,728,621,520,323,222,505,515,363,348,338,411,405,440,470,409,381,561,471,460,942
"MED134_12616",10981,12921,10911,14891,15817,11606,16480,9067,13850,8083,10749,9897,9893,16812,12721,8837,9001,6788,11358,13387,7808,8190,9731,9567,8468,8532,10840,8506,7535,10566,10729,9801,14741
"MED134_12621",19193,20908,21390,25355,28604,17519,25816,19465,28937,21173,30923,23523,22551,41461,32943,22840,17076,14744,20763,25754,14428,19837,20030,23064,23179,23757,27664,21095,21191,22955,22843,21435,35643
"MED134_12626",897,1096,791,1669,2105,1457,2307,1326,2512,1483,2030,1420,1459,2586,1866,1494,898,689,975,1658,783,1133,1114,1822,1652,1555,1978,1332,1367,1503,1411,1367,2228
"MED134_12631",167,155,180,238,248,215,311,178,328,198,310,139,165,239,147,143,138,92,157,255,123,155,150,222,201,253,230,138,130,151,154,123,213
"MED134_12636",192,209,162,291,331,265,410,234,378,260,342,192,209,364,208,183,136,92,189,275,183,235,220,246,244,258,294,235,150,228,225,206,350
"MED134_12641",129,115,142,311,317,245,369,211,420,239,306,238,229,468,243,261,95,94,133,285,165,216,177,255,273,196,421,297,177,300,306,272,412
"MED134_12646",6056,6458,6032,8998,9712,7275,10502,6298,10488,7113,9513,10599,13326,20282,14111,12899,4922,3815,5745,8915,4551,6202,6345,7502,7797,7240,15491,9097,12775,14193,13547,12845,18323
"MED134_12651",5915,7533,6850,10108,11151,7844,11384,6740,7906,6001,9428,7099,6696,11703,9779,6329,4503,3555,5390,7686,4739,5669,5862,5220,5355,5147,6190,5007,4612,7185,6990,6479,9311
"MED134_12656",3599,4129,3171,6873,7016,4489,7916,4771,7889,4998,6618,5682,5381,11037,8469,6034,3130,2375,3587,6513,3445,3961,4474,5604,5157,4800,7256,5365,5740,6955,6704,6255,10138
"MED134_12661",1141,1111,1063,2301,2665,1934,2867,1927,3074,2230,2809,2060,1927,3409,2581,2123,937,805,1030,2495,1374,1904,1611,2233,2363,2190,2689,1837,1688,2140,2020,2006,2938
"MED134_12666",3392,3809,3016,4836,5773,3947,5808,3577,5922,4290,5333,3383,3489,6311,4204,3754,2526,2203,3396,4885,2208,3377,2942,4618,4159,4202,4611,3228,3068,4134,3966,3734,5703
"MED134_12671",1623,1979,1772,1873,2134,1581,2471,1265,2415,1490,2651,2130,2097,3854,2988,2314,1334,987,1765,1772,1098,1344,1185,1867,1846,1907,2708,1885,2028,2766,2666,2665,3758
"MED134_12676",2274,2818,2794,2825,3284,2532,3624,2169,3484,2412,3921,3613,3598,6596,5546,3646,1910,1510,2607,2737,2065,2182,2199,2753,2648,3176,4227,3094,3318,3969,3931,3811,5966
"MED134_12681",17615,16604,19754,19136,21097,13421,21627,13292,15989,12708,16423,12952,10970,21311,18277,13801,14187,12970,16494,20035,9297,15228,11920,12892,13202,12187,15628,10414,11378,16534,16544,14819,20418
"MED134_12686",1976,1919,1969,3340,3503,3030,4627,2617,3699,2698,3418,2789,3038,5639,3680,3595,1479,1463,1937,3856,1668,2902,2192,2818,3186,2699,3597,2337,2591,3630,3953,3433,4852
"MED134_12691",2200,2249,1956,4440,4518,2890,5373,2770,5363,3106,4332,3728,3051,7012,4744,4235,1833,1580,2156,4404,1832,2761,2248,3783,3713,3020,4951,3090,3265,4777,4884,4319,6502
"MED134_12696",725,883,570,1546,1630,1153,1870,1000,1967,1215,1728,1318,1299,2603,1715,1384,650,460,740,1583,735,929,949,1430,1174,1238,1817,1291,1184,1476,1355,1311,2221
"MED134_12701",2648,2643,2639,5495,6039,4219,6749,4135,6702,4815,7029,6219,6253,11570,8786,6740,2042,1835,2870,5860,3034,4838,3615,5240,5003,5134,8288,5425,5761,7425,7393,6702,9894
"MED134_12706",2688,2622,2465,5880,6294,4346,6703,3955,7819,4568,6371,4840,4710,9030,6226,5515,2202,1746,2534,5744,2974,4119,3519,5432,4885,4737,7700,4649,4573,5725,5750,5385,8383
"MED134_12711",1504,1476,1712,3598,3913,3109,4355,2985,4446,3065,4019,3902,4494,7640,4976,4463,1365,1104,1644,3711,1902,3037,2492,3479,3319,3353,5593,3349,3650,4356,4174,3866,6271
"MED134_12716",2745,2864,2578,6267,6669,5088,7488,4567,7759,4756,6240,5490,5999,10886,6692,5826,2367,1881,2914,6477,2935,4477,3908,5767,5396,5119,8043,5134,5020,6765,6757,6038,9255
"MED134_12721",1927,1963,2056,4316,4494,3116,5330,3061,5171,3259,3712,3808,3666,7469,4786,4329,1580,1383,2151,4548,2224,3246,2954,3882,3641,3513,5258,3789,3510,4580,4419,3967,6589
"MED134_12726",1526,1590,1410,3605,3874,2849,4519,2586,4709,2902,3782,2891,3326,6312,3705,3077,1227,985,1632,3575,1799,2511,2316,3418,3251,3163,4258,3055,2714,3475,3494,3201,5609
"MED134_12731",2381,2207,2546,5538,5974,4298,6710,4268,6509,4554,5349,4722,4742,8801,5813,5742,1939,1548,2445,6134,3258,4395,3899,5042,4934,4740,7229,4624,4639,5482,5589,4896,7665
"MED134_12736",2472,2493,2659,5113,5532,5267,6911,4634,5557,4412,5537,5197,6667,10791,6843,6593,2056,2025,2704,5495,3154,4685,4380,4367,4729,4977,7617,5047,5341,6406,6079,5667,9459
"MED134_12741",3640,3786,3246,7078,6863,5715,8823,5164,8131,5326,7105,6278,7018,13053,8747,6687,3415,2453,3824,6840,3326,4568,4661,6104,6068,5762,8960,5867,5993,8760,9161,8173,12766
"MED134_12746",7362,8588,7209,14611,15336,10111,17139,9102,18302,10486,15035,16887,15861,33068,23001,16158,6816,4880,7915,13796,6843,8414,8957,12883,12194,11220,21775,15559,15276,21767,21965,19743,30646
"MED134_12751",2446,2363,1769,3806,3568,2541,4745,2675,4056,3638,3461,1962,1746,3858,3161,2757,2300,1755,1902,4296,2134,3009,2568,3748,4006,3388,2914,1846,2023,3216,3244,2883,4393
"MED134_12756",1539,1783,1652,1922,2403,1636,2530,1543,2297,1693,2163,3430,3383,6456,4383,4184,1104,1102,1603,2004,1167,1814,1363,1809,1906,1883,5779,3963,3330,4558,4375,4108,6627
"MED134_12761",283,292,385,393,476,384,492,354,525,434,435,519,549,902,646,747,233,247,328,557,226,433,333,430,518,489,964,588,582,487,473,393,813
"MED134_12766",366,411,382,479,614,477,661,397,791,520,775,566,628,1064,834,656,261,228,403,529,314,401,341,609,601,609,774,613,584,834,756,673,1171
"MED134_12771",1513,1738,1184,2405,2588,1599,2803,1591,3155,1964,2946,3037,2630,5134,3688,3002,1280,880,1379,2205,1190,1595,1432,2312,2136,2016,4500,3327,2614,3272,3176,3012,4626
"MED134_12776",232,287,202,457,479,243,482,329,575,393,515,357,269,659,505,396,231,177,203,447,212,290,281,405,411,396,483,422,327,354,300,332,561
"MED134_12781",96,131,89,155,167,93,175,104,204,125,177,146,135,271,215,159,107,59,110,121,69,109,108,128,148,132,201,199,135,195,164,156,279
"MED134_12786",162,149,245,279,280,187,293,213,260,258,226,460,338,712,659,833,154,137,187,399,167,299,229,259,302,242,1078,619,586,524,457,480,822
